,genes,Approved symbol,all_symbols,Previous symbols,Alias symbols,cce_genes_symbols,symbol_updated,CCE_symbol,Hugo_symbol,Previous_symbol,pathway_genes_cce,pathway_genes_hugo,duplicated,Final_symbol
18859,TPTE2,TPTE2,"TPTE2, NA, TPIP",NA,TPIP,TPTE2,False,TPTE2,TPTE2,,TPTE2,TPTE2,False,TPTE2
18860,TPTE2P1,,,,,,,TPTE2P1,,,,,False,TPTE2P1
18861,TPTE2P3,,,,,,,TPTE2P3,,,,,False,TPTE2P3
18863,TPX2,TPX2,"TPX2, C20orf2, C20orf1, p100, DIL-2, HCA519, FLS353","C20orf2, C20orf1","p100, DIL-2, HCA519, FLS353",TPX2,False,TPX2,TPX2,,TPX2,TPX2,False,TPX2
18864,TRA2A,TRA2A,"TRA2A, NA, htra-2-alpha, AWMS1",NA,"htra-2-alpha, AWMS1",TRA2A,False,TRA2A,TRA2A,,,,False,TRA2A
18865,TRA2B,TRA2B,"TRA2B, SFRS10, Htra2-beta, PPP1R156",SFRS10,"Htra2-beta, PPP1R156",TRA2B,False,TRA2B,TRA2B,,TRA2B,TRA2B,False,TRA2B
18866,TRABD,TRABD,"TRABD, NA, PP2447",NA,PP2447,TRABD,False,TRABD,TRABD,,,,False,TRABD
18867,TRADD,TRADD,"TRADD, NA, Hs.89862",NA,Hs.89862,TRADD,False,TRADD,TRADD,,TRADD,TRADD,False,TRADD
18868,TRAF1,TRAF1,"TRAF1, NA, EBI6",NA,EBI6,TRAF1,False,TRAF1,TRAF1,,TRAF1,TRAF1,False,TRAF1
18870,TRAF2,TRAF2,"TRAF2, NA, TRAP3, RNF117",NA,"TRAP3, RNF117",TRAF2,False,TRAF2,TRAF2,,TRAF2,TRAF2,True,TRAF2
18871,TRAF3,TRAF3,"TRAF3, NA, CAP-1, CD40bp, CRAF1, LAP1, RNF118",NA,"CAP-1, CD40bp, CRAF1, LAP1, RNF118",TRAF3,False,TRAF3,TRAF3,,TRAF3,TRAF3,False,TRAF3
18872,TRAF3IP1,TRAF3IP1,"TRAF3IP1, NA, MIP-T3, DKFZP434F124, MIPT3, IFT54, FAP116",NA,"MIP-T3, DKFZP434F124, MIPT3, IFT54, FAP116",TRAF3IP1,False,TRAF3IP1,TRAF3IP1,,TRAF3IP1,TRAF3IP1,False,TRAF3IP1
18873,TRAF3IP2,TRAF3IP2,"TRAF3IP2, C6orf4, C6orf5, C6orf6, C6orf2, DKFZP586G0522, ACT1, CIKS","C6orf4, C6orf5, C6orf6, C6orf2","DKFZP586G0522, ACT1, CIKS",TRAF3IP2,False,TRAF3IP2,TRAF3IP2,,,,False,TRAF3IP2
18874,TRAF3IP3,TRAF3IP3,"TRAF3IP3, NA, T3JAM",NA,T3JAM,TRAF3IP3,False,TRAF3IP3,TRAF3IP3,,,,False,TRAF3IP3
18875,TRAF4,TRAF4,"TRAF4, NA, CART1, MLN62, RNF83",NA,"CART1, MLN62, RNF83",TRAF4,False,TRAF4,TRAF4,,,,False,TRAF4
18876,TRAF5,TRAF5,"TRAF5, NA, RNF84",NA,RNF84,TRAF5,False,TRAF5,TRAF5,,,,False,TRAF5
18877,TRAF6,TRAF6,"TRAF6, NA, RNF85",NA,RNF85,TRAF6,False,TRAF6,TRAF6,,TRAF6,TRAF6,False,TRAF6
478,TRAF7,TRAF7,"TRAF7, RFWD1, RNF119, DKFZp586I021, MGC7807",RFWD1,"RNF119, DKFZp586I021, MGC7807",TRAF7,False,TRAF7,TRAF7,,TRAF7,TRAF7,False,TRAF7
18878,TRAFD1,TRAFD1,"TRAFD1, NA, FLN29",NA,FLN29,TRAFD1,False,TRAFD1,TRAFD1,,,,False,TRAFD1
18879,TRAIP,TRAIP,"TRAIP, NA, TRIP, RNF206",NA,"TRIP, RNF206",TRAIP,False,TRAIP,TRAIP,,TRAIP,TRAIP,False,TRAIP
759,TRAK1,TRAK1,"TRAK1, NA, OIP106, KIAA1042, MILT1",NA,"OIP106, KIAA1042, MILT1",TRAK1,False,TRAK1,TRAK1,,TRAK1,TRAK1,False,TRAK1
18880,TRAK2,TRAK2,"TRAK2, ALS2CR3, CALS-C, KIAA0549, GRIF-1, OIP98, MILT2",ALS2CR3,"CALS-C, KIAA0549, GRIF-1, OIP98, MILT2",TRAK2,False,TRAK2,TRAK2,,TRAK2,TRAK2,False,TRAK2
18881,TRAM1,TRAM1,"TRAM1, NA, TRAM, TRAMP",NA,"TRAM, TRAMP",TRAM1,False,TRAM1,TRAM1,,TRAM1,TRAM1,False,TRAM1
18882,TRAM1L1,TRAM1L1,"TRAM1L1, NA, MGC26568",NA,MGC26568,TRAM1L1,False,TRAM1L1,TRAM1L1,,,,False,TRAM1L1
18883,TRAM2,TRAM2,"TRAM2, NA, KIAA0057",NA,KIAA0057,TRAM2,False,TRAM2,TRAM2,,,,False,TRAM2
18884,TRANK1,TRANK1,"TRANK1, NA, LBA1, KIAA0342",NA,"LBA1, KIAA0342",TRANK1,False,TRANK1,TRANK1,,,,False,TRANK1
18885,TRAP1,TRAP1,"TRAP1, NA, HSP75, HSP90L",NA,"HSP75, HSP90L",TRAP1,False,TRAP1,TRAP1,,TRAP1,TRAP1,True,TRAP1
18888,TRAPPC1,TRAPPC1,"TRAPPC1, NA, MUM2, BET5",NA,"MUM2, BET5",TRAPPC1,False,TRAPPC1,TRAPPC1,,TRAPPC1,TRAPPC1,False,TRAPPC1
18887,TRAPPC10,TRAPPC10,"TRAPPC10, TMEM1, EHOC-1, TRS130",TMEM1,"EHOC-1, TRS130",TRAPPC10,False,TRAPPC10,TRAPPC10,,TRAPPC10,TRAPPC10,False,TRAPPC10
18889,TRAPPC2,TRAPPC2,"TRAPPC2, SEDL, TRS20, SEDT, MIP-2A, ZNF547L, hYP38334",SEDL,"TRS20, SEDT, MIP-2A, ZNF547L, hYP38334",TRAPPC2,False,TRAPPC2,TRAPPC2,,TRAPPC2,TRAPPC2,False,TRAPPC2
18890,TRAPPC2L,TRAPPC2L,"TRAPPC2L, NA, HSPC176",NA,HSPC176,TRAPPC2L,False,TRAPPC2L,TRAPPC2L,,TRAPPC2L,TRAPPC2L,False,TRAPPC2L
18891,TRAPPC2P1,TRAPPC2B,"TRAPPC2B, SEDLP, TRAPPC2P1, SEDLP1, MIP-2A","SEDLP, TRAPPC2P1","SEDLP1, MIP-2A",TRAPPC2P1,True,TRAPPC2P1,TRAPPC2B,TRAPPC2P1,,,False,TRAPPC2P1
18892,TRAPPC3,TRAPPC3,"TRAPPC3, NA, BET3",NA,BET3,TRAPPC3,False,TRAPPC3,TRAPPC3,,TRAPPC3,TRAPPC3,False,TRAPPC3
18893,TRAPPC4,TRAPPC4,"TRAPPC4, NA, TRS23, SBDN, PTD009",NA,"TRS23, SBDN, PTD009",TRAPPC4,False,TRAPPC4,TRAPPC4,,TRAPPC4,TRAPPC4,False,TRAPPC4
18894,TRAPPC5,TRAPPC5,"TRAPPC5, NA, MGC52424, TRS31",NA,"MGC52424, TRS31",TRAPPC5,False,TRAPPC5,TRAPPC5,,TRAPPC5,TRAPPC5,False,TRAPPC5
18895,TRAPPC6A,TRAPPC6A,"TRAPPC6A, NA, TRS33, MGC2650, HSPC289",NA,"TRS33, MGC2650, HSPC289",TRAPPC6A,False,TRAPPC6A,TRAPPC6A,,TRAPPC6A,TRAPPC6A,False,TRAPPC6A
18896,TRAPPC6B,TRAPPC6B,"TRAPPC6B, NA, NA",NA,NA,TRAPPC6B,False,TRAPPC6B,TRAPPC6B,,TRAPPC6B,TRAPPC6B,False,TRAPPC6B
18897,TRAPPC9,TRAPPC9,"TRAPPC9, NA, IKBKBBP, NIBP, KIAA1882, T1, TRS120, MRT13",NA,"IKBKBBP, NIBP, KIAA1882, T1, TRS120, MRT13",TRAPPC9,False,TRAPPC9,TRAPPC9,,TRAPPC9,TRAPPC9,False,TRAPPC9
18898,TRAT1,TRAT1,"TRAT1, TCRIM, HSPC062, TRIM",TCRIM,"HSPC062, TRIM",TRAT1,False,TRAT1,TRAT1,,TRAT1,TRAT1,False,TRAT1
18899,TRDMT1,TRDMT1,"TRDMT1, DNMT2, RNMT1",DNMT2,RNMT1,TRDMT1,False,TRDMT1,TRDMT1,,TRDMT1,TRDMT1,False,TRDMT1
18900,TRDN,TRDN,"TRDN, NA, TRISK",NA,TRISK,TRDN,False,TRDN,TRDN,,TRDN,TRDN,False,TRDN
18901,TREH,TREH,"TREH, NA, TRE, TREA, MGC129621",NA,"TRE, TREA, MGC129621",TREH,False,TREH,TREH,,TREH,TREH,False,TREH
18902,TREM1,TREM1,"TREM1, NA, TREM-1, CD354",NA,"TREM-1, CD354",TREM1,False,TREM1,TREM1,,TREM1,TREM1,False,TREM1
18903,TREM2,TREM2,"TREM2, NA, TREM-2, Trem2a, Trem2b, Trem2c",NA,"TREM-2, Trem2a, Trem2b, Trem2c",TREM2,False,TREM2,TREM2,,TREM2,TREM2,False,TREM2
18904,TREML1,TREML1,"TREML1, NA, TLT1, dJ238O23.3",NA,"TLT1, dJ238O23.3",TREML1,False,TREML1,TREML1,,TREML1,TREML1,False,TREML1
18905,TREML2,TREML2,"TREML2, C6orf76, FLJ13693, TLT2, dJ238O23.1",C6orf76,"FLJ13693, TLT2, dJ238O23.1",TREML2,False,TREML2,TREML2,,TREML2,TREML2,False,TREML2
18906,TREML2P1,,,,,,,TREML2P1,,,,,False,TREML2P1
18907,TREML3,,,,,,,TREML3,,,,,False,TREML3
18908,TREML4,TREML4,"TREML4, NA, TLT4",NA,TLT4,TREML4,False,TREML4,TREML4,,TREML4,TREML4,False,TREML4
18909,TRERF1,TRERF1,"TRERF1, BCAR2, TReP-132, HSA277276, RAPA, dJ139D8.5",BCAR2,"TReP-132, HSA277276, RAPA, dJ139D8.5",TRERF1,False,TRERF1,TRERF1,,,,False,TRERF1
18910,TREX1,TREX1,"TREX1, AGS1, DRN3",AGS1,DRN3,TREX1,False,TREX1,TREX1,,TREX1,TREX1,False,TREX1
18911,TREX2,TREX2,"TREX2, NA, NA",NA,NA,TREX2,False,TREX2,TREX2,,,,False,TREX2
18912,TRH,TRH,"TRH, NA, NA",NA,NA,TRH,False,TRH,TRH,,TRH,TRH,False,TRH
18913,TRHDE,TRHDE,"TRHDE, NA, PGPEP2, TRH-DE, PAP-II",NA,"PGPEP2, TRH-DE, PAP-II",TRHDE,False,TRHDE,TRHDE,,,,False,TRHDE
18914,TRHR,TRHR,"TRHR, NA, NA",NA,NA,TRHR,False,TRHR,TRHR,,TRHR,TRHR,False,TRHR
18915,TRIAP1,TRIAP1,"TRIAP1, NA, P53CSV, WF-1, HSPC132, p53CSV, MDM35",NA,"P53CSV, WF-1, HSPC132, p53CSV, MDM35",TRIAP1,False,TRIAP1,TRIAP1,,TRIAP1,TRIAP1,False,TRIAP1
18916,TRIB1,TRIB1,"TRIB1, NA, C8FW, GIG2, TRB1",NA,"C8FW, GIG2, TRB1",TRIB1,False,TRIB1,TRIB1,,TRIB1,TRIB1,False,TRIB1
18917,TRIB2,TRIB2,"TRIB2, NA, TRB2, GS3955",NA,"TRB2, GS3955",TRIB2,False,TRIB2,TRIB2,,,,False,TRIB2
18918,TRIB3,TRIB3,"TRIB3, C20orf97, dJ1103G7.3, TRB3",C20orf97,"dJ1103G7.3, TRB3",TRIB3,False,TRIB3,TRIB3,,TRIB3,TRIB3,False,TRIB3
18919,TRIL,TRIL,"TRIL, NA, KIAA0644",NA,KIAA0644,TRIL,False,TRIL,TRIL,,,,False,TRIL
18920,TRIM10,TRIM10,"TRIM10, RNF9, RFB30, HERF1",RNF9,"RFB30, HERF1",TRIM10,False,TRIM10,TRIM10,,TRIM10,TRIM10,False,TRIM10
18921,TRIM11,TRIM11,"TRIM11, NA, RNF92, BIA1",NA,"RNF92, BIA1",TRIM11,False,TRIM11,TRIM11,,TRIM11,TRIM11,False,TRIM11
18922,TRIM13,,,,,,,TRIM13,,,TRIM13,,False,TRIM13
18923,TRIM14,TRIM14,"TRIM14, NA, KIAA0129",NA,KIAA0129,TRIM14,False,TRIM14,TRIM14,,TRIM14,TRIM14,False,TRIM14
18924,TRIM15,TRIM15,"TRIM15, ZNF178, ZNFB7, RNF93",ZNF178,"ZNFB7, RNF93",TRIM15,False,TRIM15,TRIM15,,,,False,TRIM15
18925,TRIM16,TRIM16,"TRIM16, NA, EBBP",NA,EBBP,TRIM16,False,TRIM16,TRIM16,,,,False,TRIM16
18926,TRIM16L,TRIM16L,"TRIM16L, NA, TRIM70",NA,TRIM70,TRIM16L,False,TRIM16L,TRIM16L,,,,False,TRIM16L
18927,TRIM17,TRIM17,"TRIM17, RNF16, terf, RBCC",RNF16,"terf, RBCC",TRIM17,False,TRIM17,TRIM17,,TRIM17,TRIM17,False,TRIM17
18930,TRIM2,TRIM2,"TRIM2, NA, KIAA0517, RNF86, CMT2R",NA,"KIAA0517, RNF86, CMT2R",TRIM2,False,TRIM2,TRIM2,,TRIM2,TRIM2,False,TRIM2
18928,TRIM21,TRIM21,"TRIM21, SSA1, RNF81, RO52",SSA1,"RNF81, RO52",TRIM21,False,TRIM21,TRIM21,,TRIM21,TRIM21,False,TRIM21
18929,TRIM22,TRIM22,"TRIM22, NA, STAF50, GPSTAF50, RNF94",NA,"STAF50, GPSTAF50, RNF94",TRIM22,False,TRIM22,TRIM22,,TRIM22,TRIM22,False,TRIM22
18931,TRIM23,TRIM23,"TRIM23, ARFD1, ARD1, RNF46",ARFD1,"ARD1, RNF46",TRIM23,False,TRIM23,TRIM23,,,,False,TRIM23
760,TRIM24,TRIM24,"TRIM24, TIF1, hTIF1, Tif1a, RNF82, TIF1A",TIF1,"hTIF1, Tif1a, RNF82, TIF1A",TRIM24,False,TRIM24,TRIM24,,TRIM24,TRIM24,False,TRIM24
18932,TRIM25,TRIM25,"TRIM25, ZNF147, EFP, RNF147",ZNF147,"EFP, RNF147",TRIM25,False,TRIM25,TRIM25,,TRIM25,TRIM25,False,TRIM25
18933,TRIM26,TRIM26,"TRIM26, ZNF173, RNF95",ZNF173,RNF95,TRIM26,False,TRIM26,TRIM26,,TRIM26,TRIM26,False,TRIM26
479,TRIM27,,,,,,,TRIM27,,,TRIM27,,False,TRIM27
18934,TRIM28,TRIM28,"TRIM28, NA, TIF1B, KAP1, TF1B, RNF96, PPP1R157, KAP-1, TIF1-beta, TIF1beta",NA,"TIF1B, KAP1, TF1B, RNF96, PPP1R157, KAP-1, TIF1-beta, TIF1beta",TRIM28,False,TRIM28,TRIM28,,TRIM28,TRIM28,False,TRIM28
18935,TRIM29,TRIM29,"TRIM29, NA, ATDC, FLJ36085",NA,"ATDC, FLJ36085",TRIM29,False,TRIM29,TRIM29,,TRIM29,TRIM29,False,TRIM29
18936,TRIM3,TRIM3,"TRIM3, RNF22, HAC1, BERP, RNF97",RNF22,"HAC1, BERP, RNF97",TRIM3,False,TRIM3,TRIM3,,TRIM3,TRIM3,False,TRIM3
18937,TRIM31,TRIM31,"TRIM31, NA, RNF, HCGI, C6orf13, HCG1",NA,"RNF, HCGI, C6orf13, HCG1",TRIM31,False,TRIM31,TRIM31,,TRIM31,TRIM31,False,TRIM31
18938,TRIM32,TRIM32,"TRIM32, LGMD2H, HT2A, TATIP, BBS11",LGMD2H,"HT2A, TATIP, BBS11",TRIM32,False,TRIM32,TRIM32,,TRIM32,TRIM32,False,TRIM32
480,TRIM33,TRIM33,"TRIM33, NA, TIF1GAMMA, FLJ11429, KIAA1113, TIFGAMMA, RFG7, TF1G, TIF1G, PTC7",NA,"TIF1GAMMA, FLJ11429, KIAA1113, TIFGAMMA, RFG7, TF1G, TIF1G, PTC7",TRIM33,False,TRIM33,TRIM33,,TRIM33,TRIM33,False,TRIM33
18939,TRIM34,TRIM34,"TRIM34, RNF21, NA",RNF21,NA,TRIM34,False,TRIM34,TRIM34,,TRIM34,TRIM34,False,TRIM34
18940,TRIM35,TRIM35,"TRIM35, NA, KIAA1098, MAIR, HLS5",NA,"KIAA1098, MAIR, HLS5",TRIM35,False,TRIM35,TRIM35,,TRIM35,TRIM35,False,TRIM35
18941,TRIM36,TRIM36,"TRIM36, NA, RBCC728, RNF98, HAPRIN",NA,"RBCC728, RNF98, HAPRIN",TRIM36,False,TRIM36,TRIM36,,TRIM36,TRIM36,False,TRIM36
18942,TRIM37,TRIM37,"TRIM37, MUL, KIAA0898, POB1, TEF3",MUL,"KIAA0898, POB1, TEF3",TRIM37,False,TRIM37,TRIM37,,TRIM37,TRIM37,False,TRIM37
18943,TRIM38,TRIM38,"TRIM38, RNF15, RORET",RNF15,RORET,TRIM38,False,TRIM38,TRIM38,,TRIM38,TRIM38,False,TRIM38
18944,TRIM39,TRIM39,"TRIM39, RNF23, NA",RNF23,NA,TRIM39,False,TRIM39,TRIM39,,TRIM39,TRIM39,False,TRIM39
18954,TRIM4,TRIM4,"TRIM4, NA, RNF87",NA,RNF87,TRIM4,False,TRIM4,TRIM4,,TRIM4,TRIM4,False,TRIM4
18945,TRIM40,TRIM40,"TRIM40, NA, RNF35",NA,RNF35,TRIM40,False,TRIM40,TRIM40,,,,False,TRIM40
18946,TRIM41,TRIM41,"TRIM41, NA, MGC1127, RINCK",NA,"MGC1127, RINCK",TRIM41,False,TRIM41,TRIM41,,TRIM41,TRIM41,False,TRIM41
18947,TRIM42,TRIM42,"TRIM42, NA, FLJ40097, PPP1R40, T4A1",NA,"FLJ40097, PPP1R40, T4A1",TRIM42,False,TRIM42,TRIM42,,,,False,TRIM42
18948,TRIM43,TRIM43,"TRIM43, NA, TRIM43A",NA,TRIM43A,TRIM43,False,TRIM43,TRIM43,,,,False,TRIM43
18949,TRIM44,TRIM44,"TRIM44, NA, DIPB, MC7",NA,"DIPB, MC7",TRIM44,False,TRIM44,TRIM44,,,,False,TRIM44
18950,TRIM45,TRIM45,"TRIM45, NA, FLJ13181, RNF99",NA,"FLJ13181, RNF99",TRIM45,False,TRIM45,TRIM45,,TRIM45,TRIM45,False,TRIM45
18951,TRIM46,TRIM46,"TRIM46, NA, FLJ23229, TRIFIC",NA,"FLJ23229, TRIFIC",TRIM46,False,TRIM46,TRIM46,,TRIM46,TRIM46,False,TRIM46
18952,TRIM47,TRIM47,"TRIM47, NA, GOA, RNF100",NA,"GOA, RNF100",TRIM47,False,TRIM47,TRIM47,,,,False,TRIM47
18953,TRIM48,TRIM48,"TRIM48, NA, RNF101",NA,RNF101,TRIM48,False,TRIM48,TRIM48,,TRIM48,TRIM48,False,TRIM48
18955,TRIM49,TRIM49,"TRIM49, RNF18, TRIM49A",RNF18,TRIM49A,TRIM49,False,TRIM49,TRIM49,,,,False,TRIM49
18956,TRIM49L,TRIM49D2,"TRIM49D2, TRIM49L, TRIM49L1, TRIM49D2P, NA","TRIM49L, TRIM49L1, TRIM49D2P",NA,TRIM49L,True,TRIM49L,TRIM49D2,TRIM49L,,,False,TRIM49L
18964,TRIM5,TRIM5,"TRIM5, NA, RNF88, TRIM5alpha",NA,"RNF88, TRIM5alpha",TRIM5,False,TRIM5,TRIM5,,TRIM5,TRIM5,False,TRIM5
18957,TRIM50,TRIM50,"TRIM50, TRIM50A, FLJ32804",TRIM50A,FLJ32804,TRIM50,False,TRIM50,TRIM50,,TRIM50,TRIM50,False,TRIM50
18958,TRIM52,TRIM52,"TRIM52, NA, RNF102",NA,RNF102,TRIM52,False,TRIM52,TRIM52,,,,False,TRIM52
18959,TRIM53,,,,,,,TRIM53,,,,,False,TRIM53
18960,TRIM54,TRIM54,"TRIM54, RNF30, MURF, MURF-3",RNF30,"MURF, MURF-3",TRIM54,False,TRIM54,TRIM54,,,,False,TRIM54
18961,TRIM55,TRIM55,"TRIM55, RNF29, MURF-2",RNF29,MURF-2,TRIM55,False,TRIM55,TRIM55,,,,False,TRIM55
18962,TRIM56,TRIM56,"TRIM56, NA, RNF109",NA,RNF109,TRIM56,False,TRIM56,TRIM56,,TRIM56,TRIM56,False,TRIM56
18963,TRIM58,TRIM58,"TRIM58, NA, BIA2",NA,BIA2,TRIM58,False,TRIM58,TRIM58,,,,False,TRIM58
18965,TRIM59,TRIM59,"TRIM59, TRIM57, TSBF1, Mrf1, RNF104",TRIM57,"TSBF1, Mrf1, RNF104",TRIM59,False,TRIM59,TRIM59,,,,False,TRIM59
18967,TRIM6,TRIM6,"TRIM6, NA, RNF89",NA,RNF89,TRIM6,False,TRIM6,TRIM6,,TRIM6,TRIM6,False,TRIM6
18977,TRIM6-TRIM34,,,,,,,TRIM6-TRIM34,,,,,False,TRIM6-TRIM34
18966,TRIM60,TRIM60,"TRIM60, RNF129, RNF33, FLJ35882","RNF129, RNF33",FLJ35882,TRIM60,False,TRIM60,TRIM60,,,,False,TRIM60
18968,TRIM61,TRIM61,"TRIM61, RNF35, NA",RNF35,NA,TRIM61,False,TRIM61,TRIM61,,,,False,TRIM61
18969,TRIM62,TRIM62,"TRIM62, NA, FLJ10759, DEAR1",NA,"FLJ10759, DEAR1",TRIM62,False,TRIM62,TRIM62,,TRIM62,TRIM62,False,TRIM62
18970,TRIM63,TRIM63,"TRIM63, RNF28, MURF-1, IRF, SMRZ",RNF28,"MURF-1, IRF, SMRZ",TRIM63,False,TRIM63,TRIM63,,TRIM63,TRIM63,False,TRIM63
18971,TRIM64,TRIM64,"TRIM64, C11orf28, TRIM64A",C11orf28,TRIM64A,TRIM64,False,TRIM64,TRIM64,,,,False,TRIM64
18972,TRIM65,TRIM65,"TRIM65, NA, NA",NA,NA,TRIM65,False,TRIM65,TRIM65,,,,False,TRIM65
18973,TRIM66,TRIM66,"TRIM66, C11orf29, KIAA0298, TIF1D",C11orf29,"KIAA0298, TIF1D",TRIM66,False,TRIM66,TRIM66,,,,False,TRIM66
18974,TRIM67,TRIM67,"TRIM67, NA, TNL",NA,TNL,TRIM67,False,TRIM67,TRIM67,,,,False,TRIM67
18975,TRIM68,TRIM68,"TRIM68, RNF137, SS-56, FLJ10369",RNF137,"SS-56, FLJ10369",TRIM68,False,TRIM68,TRIM68,,TRIM68,TRIM68,False,TRIM68
18976,TRIM69,TRIM69,"TRIM69, RNF36, Trif, TRIMLESS",RNF36,"Trif, TRIMLESS",TRIM69,False,TRIM69,TRIM69,,TRIM69,TRIM69,False,TRIM69
18982,TRIM7,TRIM7,"TRIM7, NA, RNF90, GNIP",NA,"RNF90, GNIP",TRIM7,False,TRIM7,TRIM7,,,,False,TRIM7
18978,TRIM71,TRIM71,"TRIM71, NA, LIN41, LIN-41",NA,"LIN41, LIN-41",TRIM71,False,TRIM71,TRIM71,,TRIM71,TRIM71,False,TRIM71
18979,TRIM72,TRIM72,"TRIM72, NA, MG53",NA,MG53,TRIM72,False,TRIM72,TRIM72,,TRIM72,TRIM72,False,TRIM72
18980,TRIM74,TRIM74,"TRIM74, TRIM50C, MGC45440",TRIM50C,MGC45440,TRIM74,False,TRIM74,TRIM74,,,,False,TRIM74
18981,TRIM77,TRIM77,"TRIM77, TRIM77P, NA",TRIM77P,NA,TRIM77,False,TRIM77,TRIM77,,,,False,TRIM77
18983,TRIM78P,,,,,,,TRIM78P,,,,,False,TRIM78P
18984,TRIM8,TRIM8,"TRIM8, RNF27, GERP",RNF27,GERP,TRIM8,False,TRIM8,TRIM8,,TRIM8,TRIM8,False,TRIM8
18985,TRIM9,TRIM9,"TRIM9, NA, SPRING, RNF91",NA,"SPRING, RNF91",TRIM9,False,TRIM9,TRIM9,,TRIM9,TRIM9,False,TRIM9
18986,TRIML1,TRIML1,"TRIML1, NA, FLJ36180, RNF209",NA,"FLJ36180, RNF209",TRIML1,False,TRIML1,TRIML1,,,,False,TRIML1
18987,TRIML2,TRIML2,"TRIML2, NA, FLJ25801, SPRYD6",NA,"FLJ25801, SPRYD6",TRIML2,False,TRIML2,TRIML2,,,,False,TRIML2
18988,TRIO,TRIO,"TRIO, NA, ARHGEF23",NA,ARHGEF23,TRIO,False,TRIO,TRIO,,TRIO,TRIO,False,TRIO
18989,TRIOBP,TRIOBP,"TRIOBP, DFNB28, HRIHFB2122, KIAA1662, Tara, TAP68",DFNB28,"HRIHFB2122, KIAA1662, Tara, TAP68",TRIOBP,False,TRIOBP,TRIOBP,,TRIOBP,TRIOBP,False,TRIOBP
18990,TRIP10,TRIP10,"TRIP10, STOT, STP, HSTP, CIP4",STOT,"STP, HSTP, CIP4",TRIP10,False,TRIP10,TRIP10,,TRIP10,TRIP10,False,TRIP10
18991,TRIP11,TRIP11,"TRIP11, NA, CEV14, Trip230, GMAP-210, GMAP210",NA,"CEV14, Trip230, GMAP-210, GMAP210",TRIP11,False,TRIP11,TRIP11,,TRIP11,TRIP11,False,TRIP11
18992,TRIP12,TRIP12,"TRIP12, NA, KIAA0045, ULF, TRIPC",NA,"KIAA0045, ULF, TRIPC",TRIP12,False,TRIP12,TRIP12,,TRIP12,TRIP12,False,TRIP12
18993,TRIP13,TRIP13,"TRIP13, NA, 16E1BP",NA,16E1BP,TRIP13,False,TRIP13,TRIP13,,,,False,TRIP13
18994,TRIP4,TRIP4,"TRIP4, NA, HsT17391, ZC2HC5, ASC-1",NA,"HsT17391, ZC2HC5, ASC-1",TRIP4,False,TRIP4,TRIP4,,,,False,TRIP4
18995,TRIP6,TRIP6,"TRIP6, NA, ZRP-1, OIP1, MGC10556, MGC10558, MGC29959, MGC3837, MGC4423",NA,"ZRP-1, OIP1, MGC10556, MGC10558, MGC29959, MGC3837, MGC4423",TRIP6,False,TRIP6,TRIP6,,,,False,TRIP6
18996,TRIT1,TRIT1,"TRIT1, NA, FLJ20061, IPT",NA,"FLJ20061, IPT",TRIT1,False,TRIT1,TRIT1,,TRIT1,TRIT1,False,TRIT1
19000,TRMT1,TRMT1,"TRMT1, NA, FLJ20244, TRM1",NA,"FLJ20244, TRM1",TRMT1,False,TRMT1,TRMT1,,TRMT1,TRMT1,False,TRMT1
18998,TRMT11,TRMT11,"TRMT11, C6orf75, MDS024, dJ187J11.2, TRM11, TRMT11-1",C6orf75,"MDS024, dJ187J11.2, TRM11, TRMT11-1",TRMT11,False,TRMT11,TRMT11,,TRMT11,TRMT11,False,TRMT11
18997,TRMT112,TRMT112,"TRMT112, NA, HSPC152, HSPC170, TRM112, TRMT11-2, hTrm112",NA,"HSPC152, HSPC170, TRM112, TRMT11-2, hTrm112",TRMT112,False,TRMT112,TRMT112,,TRMT112,TRMT112,False,TRMT112
18999,TRMT12,TRMT12,"TRMT12, NA, FLJ20772, Trm12, TYW2",NA,"FLJ20772, Trm12, TYW2",TRMT12,False,TRMT12,TRMT12,,TRMT12,TRMT12,False,TRMT12
19001,TRMT2A,TRMT2A,"TRMT2A, NA, HTF9C",NA,HTF9C,TRMT2A,False,TRMT2A,TRMT2A,,,,False,TRMT2A
19002,TRMT2B,TRMT2B,"TRMT2B, CXorf34, FLJ12687",CXorf34,FLJ12687,TRMT2B,False,TRMT2B,TRMT2B,,,,False,TRMT2B
19003,TRMT5,TRMT5,"TRMT5, KIAA1393, TRM5",KIAA1393,TRM5,TRMT5,False,TRMT5,TRMT5,,TRMT5,TRMT5,False,TRMT5
19006,TRMT6,TRMT6,"TRMT6, NA, GCD10, MGC5029, Gcd10p, CGI-09",NA,"GCD10, MGC5029, Gcd10p, CGI-09",TRMT6,False,TRMT6,TRMT6,,TRMT6,TRMT6,False,TRMT6
19004,TRMT61A,TRMT61A,"TRMT61A, C14orf172, FLJ40452, GCD14, Gcd14p, hTRM61",C14orf172,"FLJ40452, GCD14, Gcd14p, hTRM61",TRMT61A,False,TRMT61A,TRMT61A,,TRMT61A,TRMT61A,False,TRMT61A
19005,TRMT61B,TRMT61B,"TRMT61B, NA, FLJ20628",NA,FLJ20628,TRMT61B,False,TRMT61B,TRMT61B,,TRMT61B,TRMT61B,False,TRMT61B
