,genes,Approved symbol,all_symbols,Previous symbols,Alias symbols,cce_genes_symbols,symbol_updated,CCE_symbol,Hugo_symbol,Previous_symbol,pathway_genes_cce,pathway_genes_hugo,duplicated,Final_symbol
4143,CDK3,CDK3,"CDK3, NA, NA",NA,NA,CDK3,False,CDK3,CDK3,,,,False,CDK3
91,CDK4,CDK4,"CDK4, NA, PSK-J3",NA,PSK-J3,CDK4,False,CDK4,CDK4,,CDK4,CDK4,False,CDK4
4144,CDK5,CDK5,"CDK5, NA, PSSALRE",NA,PSSALRE,CDK5,False,CDK5,CDK5,,CDK5,CDK5,False,CDK5
4145,CDK5R1,CDK5R1,"CDK5R1, NA, p35nck5a, Nck5a, p35",NA,"p35nck5a, Nck5a, p35",CDK5R1,False,CDK5R1,CDK5R1,,CDK5R1,CDK5R1,False,CDK5R1
4146,CDK5R2,CDK5R2,"CDK5R2, NA, p39nck5ai, P39, NCK5AI",NA,"p39nck5ai, P39, NCK5AI",CDK5R2,False,CDK5R2,CDK5R2,,CDK5R2,CDK5R2,False,CDK5R2
4147,CDK5RAP1,CDK5RAP1,"CDK5RAP1, C20orf34, CGI-05, HSPC167, C42",C20orf34,"CGI-05, HSPC167, C42",CDK5RAP1,False,CDK5RAP1,CDK5RAP1,,,,False,CDK5RAP1
4148,CDK5RAP2,CDK5RAP2,"CDK5RAP2, MCPH3, C48, FLJ10867, CEP215",MCPH3,"C48, FLJ10867, CEP215",CDK5RAP2,False,CDK5RAP2,CDK5RAP2,,CDK5RAP2,CDK5RAP2,False,CDK5RAP2
4149,CDK5RAP3,CDK5RAP3,"CDK5RAP3, NA, MST016, FLJ13660, C53, IC53, HSF-27, OK/SW-cl.114, LZAP",NA,"MST016, FLJ13660, C53, IC53, HSF-27, OK/SW-cl.114, LZAP",CDK5RAP3,False,CDK5RAP3,CDK5RAP3,,,,False,CDK5RAP3
92,CDK6,CDK6,"CDK6, NA, PLSTIRE",NA,PLSTIRE,CDK6,False,CDK6,CDK6,,CDK6,CDK6,False,CDK6
4150,CDK7,CDK7,"CDK7, NA, CAK1, CDKN7, MO15, STK1, CAK",NA,"CAK1, CDKN7, MO15, STK1, CAK",CDK7,False,CDK7,CDK7,,CDK7,CDK7,False,CDK7
4151,CDK8,CDK8,"CDK8, NA, K35",NA,K35,CDK8,False,CDK8,CDK8,,CDK8,CDK8,False,CDK8
4152,CDK9,CDK9,"CDK9, CDC2L4, PITALRE, C-2k, TAK",CDC2L4,"PITALRE, C-2k, TAK",CDK9,False,CDK9,CDK9,,CDK9,CDK9,False,CDK9
4153,CDKAL1,CDKAL1,"CDKAL1, NA, FLJ20342",NA,FLJ20342,CDKAL1,False,CDKAL1,CDKAL1,,CDKAL1,CDKAL1,False,CDKAL1
4154,CDKL1,CDKL1,"CDKL1, NA, KKIALRE",NA,KKIALRE,CDKL1,False,CDKL1,CDKL1,,,,False,CDKL1
4155,CDKL2,CDKL2,"CDKL2, NA, P56, KKIAMRE",NA,"P56, KKIAMRE",CDKL2,False,CDKL2,CDKL2,,,,False,CDKL2
4156,CDKL3,CDKL3,"CDKL3, NA, NKIAMRE",NA,NKIAMRE,CDKL3,False,CDKL3,CDKL3,,,,False,CDKL3
4157,CDKL4,CDKL4,"CDKL4, NA, NA",NA,NA,CDKL4,False,CDKL4,CDKL4,,,,False,CDKL4
4158,CDKL5,CDKL5,"CDKL5, STK9, EIEE2, CFAP247",STK9,"EIEE2, CFAP247",CDKL5,False,CDKL5,CDKL5,,,,False,CDKL5
513,CDKN1A,CDKN1A,"CDKN1A, CDKN1, P21, CIP1, WAF1, SDI1, CAP20, p21CIP1, p21Cip1/Waf1, p21",CDKN1,"P21, CIP1, WAF1, SDI1, CAP20, p21CIP1, p21Cip1/Waf1, p21",CDKN1A,False,CDKN1A,CDKN1A,,CDKN1A,CDKN1A,False,CDKN1A
93,CDKN1B,CDKN1B,"CDKN1B, NA, KIP1, P27KIP1",NA,"KIP1, P27KIP1",CDKN1B,False,CDKN1B,CDKN1B,,CDKN1B,CDKN1B,False,CDKN1B
4159,CDKN1C,CDKN1C,"CDKN1C, BWCR, BWS, P57, KIP2","BWCR, BWS","P57, KIP2",CDKN1C,False,CDKN1C,CDKN1C,,CDKN1C,CDKN1C,False,CDKN1C
94,CDKN2A,CDKN2A,"CDKN2A, CDKN2, MLM, CDK4I, p16, INK4a, MTS1, CMM2, ARF, p19, p14, INK4, p16INK4a, p19Arf, p14ARF, P16-INK4A","CDKN2, MLM","CDK4I, p16, INK4a, MTS1, CMM2, ARF, p19, p14, INK4, p16INK4a, p19Arf, p14ARF, P16-INK4A",CDKN2A,False,CDKN2A,CDKN2A,,CDKN2A,CDKN2A,False,CDKN2A
4160,CDKN2AIP,CDKN2AIP,"CDKN2AIP, NA, FLJ20036, CARF",NA,"FLJ20036, CARF",CDKN2AIP,False,CDKN2AIP,CDKN2AIP,,,,False,CDKN2AIP
4161,CDKN2AIPNL,CDKN2AIPNL,"CDKN2AIPNL, NA, MGC13017, C2AIL",NA,"MGC13017, C2AIL",CDKN2AIPNL,False,CDKN2AIPNL,CDKN2AIPNL,,,,False,CDKN2AIPNL
4162,CDKN2B,CDKN2B,"CDKN2B, NA, P15, MTS2, INK4B, TP15, CDK4I, p15INK4b",NA,"P15, MTS2, INK4B, TP15, CDK4I, p15INK4b",CDKN2B,False,CDKN2B,CDKN2B,,CDKN2B,CDKN2B,False,CDKN2B
4163,CDKN2BAS,,,,,,,CDKN2BAS,,,,,False,CDKN2BAS
95,CDKN2C,CDKN2C,"CDKN2C, NA, INK4C, p18",NA,"INK4C, p18",CDKN2C,False,CDKN2C,CDKN2C,,CDKN2C,CDKN2C,False,CDKN2C
4164,CDKN2D,CDKN2D,"CDKN2D, NA, INK4D, p19",NA,"INK4D, p19",CDKN2D,False,CDKN2D,CDKN2D,,CDKN2D,CDKN2D,False,CDKN2D
4165,CDKN3,CDKN3,"CDKN3, NA, KAP, CDI1",NA,"KAP, CDI1",CDKN3,False,CDKN3,CDKN3,,,,False,CDKN3
4166,CDNF,CDNF,"CDNF, ARMETL1, NA",ARMETL1,NA,CDNF,False,CDNF,CDNF,,,,False,CDNF
4167,CDO1,CDO1,"CDO1, NA, NA",NA,NA,CDO1,False,CDO1,CDO1,,CDO1,CDO1,False,CDO1
4168,CDON,CDON,"CDON, NA, ORCAM, CDO, CDON1, Ihog",NA,"ORCAM, CDO, CDON1, Ihog",CDON,False,CDON,CDON,,CDON,CDON,False,CDON
4169,CDR1,,,,,,,CDR1,,,,,False,CDR1
4170,CDR2,CDR2,"CDR2, NA, CDR62, Yo",NA,"CDR62, Yo",CDR2,False,CDR2,CDR2,,,,False,CDR2
4171,CDR2L,CDR2L,"CDR2L, NA, HUMPPA",NA,HUMPPA,CDR2L,False,CDR2L,CDR2L,,,,False,CDR2L
4172,CDRT1,FBXW10B,"FBXW10B, FBXW10P1, CDRT1, HREP, SM25H2","FBXW10P1, CDRT1","HREP, SM25H2",CDRT1,True,CDRT1,FBXW10B,CDRT1,,,False,CDRT1
4173,CDRT15,CDRT15,"CDRT15, NA, NA",NA,NA,CDRT15,False,CDRT15,CDRT15,,,,False,CDRT15
4174,CDRT15P,,,,,,,CDRT15P,,,,,False,CDRT15P
4175,CDRT4,CDRT4,"CDRT4, NA, FLJ36674",NA,FLJ36674,CDRT4,False,CDRT4,CDRT4,,,,False,CDRT4
4177,CDS1,CDS1,"CDS1, NA, NA",NA,NA,CDS1,False,CDS1,CDS1,,CDS1,CDS1,True,CDS1
4178,CDS2,CDS2,"CDS2, NA, NA",NA,NA,CDS2,False,CDS2,CDS2,,CDS2,CDS2,False,CDS2
4179,CDSN,CDSN,"CDSN, NA, D6S586E",NA,D6S586E,CDSN,False,CDSN,CDSN,,CDSN,CDSN,False,CDSN
4180,CDT1,CDT1,"CDT1, NA, DUP, RIS2",NA,"DUP, RIS2",CDT1,False,CDT1,CDT1,,CDT1,CDT1,False,CDT1
4181,CDV3,CDV3,"CDV3, NA, H41",NA,H41,CDV3,False,CDV3,CDV3,,,,False,CDV3
4182,CDX1,CDX1,"CDX1, NA, NA",NA,NA,CDX1,False,CDX1,CDX1,,,,False,CDX1
96,CDX2,CDX2,"CDX2, CDX3, NA",CDX3,NA,CDX2,False,CDX2,CDX2,,CDX2,CDX2,False,CDX2
4183,CDX4,CDX4,"CDX4, NA, NA",NA,NA,CDX4,False,CDX4,CDX4,,,,False,CDX4
4184,CDY1,CDY1,"CDY1, NA, CDY1A",NA,CDY1A,CDY1,False,CDY1,CDY1,,,,False,CDY1
4185,CDY1B,CDY1B,"CDY1B, NA, NA",NA,NA,CDY1B,False,CDY1B,CDY1B,,,,False,CDY1B
4186,CDY2B,CDY2B,"CDY2B, NA, CDY",NA,CDY,CDY2B,False,CDY2B,CDY2B,,,,False,CDY2B
4188,CDYL,CDYL,"CDYL, NA, DKFZP586C1622, CDYL1",NA,"DKFZP586C1622, CDYL1",CDYL,False,CDYL,CDYL,,,,False,CDYL
4187,CDYL2,CDYL2,"CDYL2, NA, FLJ38866",NA,FLJ38866,CDYL2,False,CDYL2,CDYL2,,,,False,CDYL2
4189,CEACAM1,CEACAM1,"CEACAM1, BGP, BGP1, CD66a",BGP,"BGP1, CD66a",CEACAM1,False,CEACAM1,CEACAM1,,CEACAM1,CEACAM1,False,CEACAM1
4190,CEACAM16,CEACAM16,"CEACAM16, NA, DFNA4B",NA,DFNA4B,CEACAM16,False,CEACAM16,CEACAM16,,,,False,CEACAM16
4191,CEACAM18,CEACAM18,"CEACAM18, NA, NA",NA,NA,CEACAM18,False,CEACAM18,CEACAM18,,,,False,CEACAM18
4192,CEACAM19,CEACAM19,"CEACAM19, NA, CEAL1",NA,CEAL1,CEACAM19,False,CEACAM19,CEACAM19,,,,False,CEACAM19
4193,CEACAM20,CEACAM20,"CEACAM20, NA, UNQ9366",NA,UNQ9366,CEACAM20,False,CEACAM20,CEACAM20,,,,False,CEACAM20
4194,CEACAM21,CEACAM21,"CEACAM21, NA, R29124_1, FLJ13540",NA,"R29124_1, FLJ13540",CEACAM21,False,CEACAM21,CEACAM21,,,,False,CEACAM21
4195,CEACAM22P,,,,,,,CEACAM22P,,,,,False,CEACAM22P
4196,CEACAM3,CEACAM3,"CEACAM3, CGM1, CD66d",CGM1,CD66d,CEACAM3,False,CEACAM3,CEACAM3,,CEACAM3,CEACAM3,False,CEACAM3
4197,CEACAM4,CEACAM4,"CEACAM4, CGM7, NA",CGM7,NA,CEACAM4,False,CEACAM4,CEACAM4,,,,False,CEACAM4
4198,CEACAM5,CEACAM5,"CEACAM5, CEA, CD66e",CEA,CD66e,CEACAM5,False,CEACAM5,CEACAM5,,CEACAM5,CEACAM5,False,CEACAM5
4199,CEACAM6,CEACAM6,"CEACAM6, NCA, CD66c",NCA,CD66c,CEACAM6,False,CEACAM6,CEACAM6,,CEACAM6,CEACAM6,False,CEACAM6
4200,CEACAM7,CEACAM7,"CEACAM7, CGM2, CEA",CGM2,CEA,CEACAM7,False,CEACAM7,CEACAM7,,CEACAM7,CEACAM7,False,CEACAM7
4201,CEACAM8,CEACAM8,"CEACAM8, CGM6, CD66b",CGM6,CD66b,CEACAM8,False,CEACAM8,CEACAM8,,CEACAM8,CEACAM8,False,CEACAM8
97,CEBPA,CEBPA,"CEBPA, CEBP, C/EBP-alpha",CEBP,C/EBP-alpha,CEBPA,False,CEBPA,CEBPA,,CEBPA,CEBPA,False,CEBPA
4202,CEBPB,CEBPB,"CEBPB, TCF5, LAP, CRP2, NFIL6, IL6DBP, C/EBP-beta",TCF5,"LAP, CRP2, NFIL6, IL6DBP, C/EBP-beta",CEBPB,False,CEBPB,CEBPB,,CEBPB,CEBPB,False,CEBPB
4203,CEBPD,CEBPD,"CEBPD, NA, CRP3, CELF, C/EBP-delta, NF-IL6-beta",NA,"CRP3, CELF, C/EBP-delta, NF-IL6-beta",CEBPD,False,CEBPD,CEBPD,,CEBPD,CEBPD,False,CEBPD
4204,CEBPE,CEBPE,"CEBPE, NA, CRP1",NA,CRP1,CEBPE,False,CEBPE,CEBPE,,CEBPE,CEBPE,False,CEBPE
4205,CEBPG,CEBPG,"CEBPG, NA, GPE1BP, IG/EBP-1",NA,"GPE1BP, IG/EBP-1",CEBPG,False,CEBPG,CEBPG,,CEBPG,CEBPG,False,CEBPG
4206,CEBPZ,CEBPZ,"CEBPZ, NA, CBF2, CTF2",NA,"CBF2, CTF2",CEBPZ,False,CEBPZ,CEBPZ,,,,False,CEBPZ
4207,CECR1,ADA2,"ADA2, IDGFL, CECR1, ADGF","IDGFL, CECR1",ADGF,CECR1,True,CECR1,ADA2,CECR1,CECR1,,False,CECR1
4208,CECR2,CECR2,"CECR2, NA, KIAA1740",NA,KIAA1740,CECR2,False,CECR2,CECR2,,,,False,CECR2
4209,CECR4,,,,,,,CECR4,,,,,False,CECR4
4210,CECR5,HDHD5,"HDHD5, CECR5, NA",CECR5,NA,CECR5,True,CECR5,HDHD5,CECR5,,,False,CECR5
4211,CECR6,TMEM121B,"TMEM121B, CECR6, NA",CECR6,NA,CECR6,True,CECR6,TMEM121B,CECR6,,,False,CECR6
4212,CECR7,,,,,,,CECR7,,,,,False,CECR7
581,CEL,CEL,"CEL, NA, BSSL, MODY8",NA,"BSSL, MODY8",CEL,False,CEL,CEL,,CEL,CEL,False,CEL
4213,CELA1,CELA1,"CELA1, ELA1, NA",ELA1,NA,CELA1,False,CELA1,CELA1,,,,False,CELA1
4214,CELA2A,CELA2A,"CELA2A, NA, ELA2A",NA,ELA2A,CELA2A,False,CELA2A,CELA2A,,CELA2A,CELA2A,False,CELA2A
4215,CELA2B,CELA2B,"CELA2B, NA, RP11-265F14.2, ELA2B",NA,"RP11-265F14.2, ELA2B",CELA2B,False,CELA2B,CELA2B,,,,False,CELA2B
4216,CELA3A,CELA3A,"CELA3A, ELA3A, ELA3",ELA3A,ELA3,CELA3A,False,CELA3A,CELA3A,,,,False,CELA3A
4217,CELA3B,CELA3B,"CELA3B, ELA3B, CBPP",ELA3B,CBPP,CELA3B,False,CELA3B,CELA3B,,,,False,CELA3B
4218,CELF1,CELF1,"CELF1, CUGBP1, CUG-BP, hNab50, BRUNOL2, NAB50, CUGBP, NAPOR, EDEN-BP",CUGBP1,"CUG-BP, hNab50, BRUNOL2, NAB50, CUGBP, NAPOR, EDEN-BP",CELF1,False,CELF1,CELF1,,,,False,CELF1
4219,CELF2,CELF2,"CELF2, CUGBP2, Etr-3, NAPOR-2, BRUNOL3",CUGBP2,"Etr-3, NAPOR-2, BRUNOL3",CELF2,False,CELF2,CELF2,,,,False,CELF2
4220,CELF3,CELF3,"CELF3, TNRC4, CAGH4, BRUNOL1, ERDA4, MGC57297",TNRC4,"CAGH4, BRUNOL1, ERDA4, MGC57297",CELF3,False,CELF3,CELF3,,,,False,CELF3
4221,CELF4,CELF4,"CELF4, BRUNOL4, NA",BRUNOL4,NA,CELF4,False,CELF4,CELF4,,,,False,CELF4
4222,CELF5,CELF5,"CELF5, BRUNOL5, NA",BRUNOL5,NA,CELF5,False,CELF5,CELF5,,,,False,CELF5
4223,CELF6,CELF6,"CELF6, BRUNOL6, NA",BRUNOL6,NA,CELF6,False,CELF6,CELF6,,,,False,CELF6
4224,CELP,,,,,,,CELP,,,,,False,CELP
4225,CELSR1,,,,,,,CELSR1,,,,,False,CELSR1
4226,CELSR2,CELSR2,"CELSR2, EGFL2, KIAA0279, MEGF3, Flamingo1, CDHF10, ADGRC2",EGFL2,"KIAA0279, MEGF3, Flamingo1, CDHF10, ADGRC2",CELSR2,False,CELSR2,CELSR2,,,,False,CELSR2
4227,CELSR3,CELSR3,"CELSR3, EGFL1, MEGF2, HFMI1, FMI1, CDHF11, ADGRC3",EGFL1,"MEGF2, HFMI1, FMI1, CDHF11, ADGRC3",CELSR3,False,CELSR3,CELSR3,,,,False,CELSR3
4228,CEMP1,CEMP1,"CEMP1, NA, CP-23",NA,CP-23,CEMP1,False,CEMP1,CEMP1,,,,False,CEMP1
4229,CEND1,CEND1,"CEND1, NA, FLJ90066, BM88",NA,"FLJ90066, BM88",CEND1,False,CEND1,CEND1,,,,False,CEND1
4230,CENPA,CENPA,"CENPA, NA, CENP-A, CenH3",NA,"CENP-A, CenH3",CENPA,False,CENPA,CENPA,,CENPA,CENPA,False,CENPA
4231,CENPB,CENPB,"CENPB, NA, NA",NA,NA,CENPB,False,CENPB,CENPB,,,,False,CENPB
4232,CENPBD1,,,,,,,CENPBD1,,,,,False,CENPBD1
4233,CENPC1,CENPC,"CENPC, CENPC1, CENP-C, hcp-4, MIF2",CENPC1,"CENP-C, hcp-4, MIF2",CENPC1,True,CENPC1,CENPC,CENPC1,,CENPC,False,CENPC
4234,CENPE,CENPE,"CENPE, NA, KIF10, PPP1R61",NA,"KIF10, PPP1R61",CENPE,False,CENPE,CENPE,,CENPE,CENPE,False,CENPE
4235,CENPF,CENPF,"CENPF, NA, hcp-1",NA,hcp-1,CENPF,False,CENPF,CENPF,,CENPF,CENPF,False,CENPF
4236,CENPH,CENPH,"CENPH, NA, NA",NA,NA,CENPH,False,CENPH,CENPH,,CENPH,CENPH,False,CENPH
4237,CENPI,CENPI,"CENPI, FSHPRH1, LRPR1, CENP-I, Mis6",FSHPRH1,"LRPR1, CENP-I, Mis6",CENPI,False,CENPI,CENPI,,CENPI,CENPI,False,CENPI
4238,CENPJ,CENPJ,"CENPJ, MCPH6, CPAP, BM032, LAP, LIP1, Sas-4, SASS4, SCKL4",MCPH6,"CPAP, BM032, LAP, LIP1, Sas-4, SASS4, SCKL4",CENPJ,False,CENPJ,CENPJ,,CENPJ,CENPJ,False,CENPJ
4239,CENPK,CENPK,"CENPK, NA, FKSG14, SOLT, CENP-K",NA,"FKSG14, SOLT, CENP-K",CENPK,False,CENPK,CENPK,,CENPK,CENPK,False,CENPK
4240,CENPL,CENPL,"CENPL, C1orf155, dJ383J4.3, FLJ31044",C1orf155,"dJ383J4.3, FLJ31044",CENPL,False,CENPL,CENPL,,CENPL,CENPL,False,CENPL
4241,CENPM,CENPM,"CENPM, C22orf18, Pane1, CENP-M, MGC861",C22orf18,"Pane1, CENP-M, MGC861",CENPM,False,CENPM,CENPM,,CENPM,CENPM,False,CENPM
4242,CENPN,CENPN,"CENPN, C16orf60, FLJ13607, FLJ22660, BM039",C16orf60,"FLJ13607, FLJ22660, BM039",CENPN,False,CENPN,CENPN,,CENPN,CENPN,False,CENPN
4243,CENPO,CENPO,"CENPO, NA, MGC11266, CENP-O",NA,"MGC11266, CENP-O",CENPO,False,CENPO,CENPO,,CENPO,CENPO,False,CENPO
4244,CENPP,CENPP,"CENPP, NA, RP11-19J3.3, CENP-P",NA,"RP11-19J3.3, CENP-P",CENPP,False,CENPP,CENPP,,CENPP,CENPP,False,CENPP
4245,CENPQ,CENPQ,"CENPQ, C6orf139, FLJ10545, CENP-Q",C6orf139,"FLJ10545, CENP-Q",CENPQ,False,CENPQ,CENPQ,,CENPQ,CENPQ,False,CENPQ
4246,CENPT,CENPT,"CENPT, C16orf56, FLJ13111, CENP-T",C16orf56,"FLJ13111, CENP-T",CENPT,False,CENPT,CENPT,,CENPT,CENPT,False,CENPT
4247,CENPV,CENPV,"CENPV, PRR6, p30, CENP-V",PRR6,"p30, CENP-V",CENPV,False,CENPV,CENPV,,,,False,CENPV
4248,CENPW,CENPW,"CENPW, C6orf173, CUG2",C6orf173,CUG2,CENPW,False,CENPW,CENPW,,CENPW,CENPW,False,CENPW
4249,CEP110,CNTRL,"CNTRL, CEP1, CEP110, NA","CEP1, CEP110",NA,CEP110,True,CEP110,CNTRL,CEP110,,CNTRL,False,CNTRL
4250,CEP120,CEP120,"CEP120, CCDC100, FLJ36090",CCDC100,FLJ36090,CEP120,False,CEP120,CEP120,,,,False,CEP120
4251,CEP135,CEP135,"CEP135, KIAA0635, CEP4, FLJ13621","KIAA0635, CEP4",FLJ13621,CEP135,False,CEP135,CEP135,,CEP135,CEP135,False,CEP135
4252,CEP152,CEP152,"CEP152, NA, KIAA0912, SCKL5, MCPH9",NA,"KIAA0912, SCKL5, MCPH9",CEP152,False,CEP152,CEP152,,CEP152,CEP152,False,CEP152
4253,CEP164,CEP164,"CEP164, NA, KIAA1052, NPHP15",NA,"KIAA1052, NPHP15",CEP164,False,CEP164,CEP164,,CEP164,CEP164,False,CEP164
582,CEP170,CEP170,"CEP170, KIAA0470, KAB, FAM68A",KIAA0470,"KAB, FAM68A",CEP170,False,CEP170,CEP170,,,,False,CEP170
4254,CEP170L,,,,,,,CEP170L,,,,,False,CEP170L
4255,CEP192,CEP192,"CEP192, NA, KIAA1569, FLJ10352, PPP1R62",NA,"KIAA1569, FLJ10352, PPP1R62",CEP192,False,CEP192,CEP192,,CEP192,CEP192,False,CEP192
4256,CEP250,CEP250,"CEP250, CEP2, C-NAP1",CEP2,C-NAP1,CEP250,False,CEP250,CEP250,,CEP250,CEP250,False,CEP250
4257,CEP290,CEP290,"CEP290, NA, KIAA0373, FLJ13615, 3H11Ag, rd16, NPHP6, JBTS5, SLSN6, LCA10, MKS4, BBS14, CT87, POC3",NA,"KIAA0373, FLJ13615, 3H11Ag, rd16, NPHP6, JBTS5, SLSN6, LCA10, MKS4, BBS14, CT87, POC3",CEP290,False,CEP290,CEP290,,CEP290,CEP290,False,CEP290
4258,CEP350,CEP350,"CEP350, NA, KIAA0480, CAP350",NA,"KIAA0480, CAP350",CEP350,False,CEP350,CEP350,,,,False,CEP350
4259,CEP55,CEP55,"CEP55, C10orf3, FLJ10540, CT111",C10orf3,"FLJ10540, CT111",CEP55,False,CEP55,CEP55,,,,False,CEP55
4260,CEP57,CEP57,"CEP57, NA, Translokin, TSP57, KIAA0092",NA,"Translokin, TSP57, KIAA0092",CEP57,False,CEP57,CEP57,,CEP57,CEP57,False,CEP57
4261,CEP63,CEP63,"CEP63, NA, FLJ13386",NA,FLJ13386,CEP63,False,CEP63,CEP63,,CEP63,CEP63,False,CEP63
4262,CEP68,CEP68,"CEP68, KIAA0582, NA",KIAA0582,NA,CEP68,False,CEP68,CEP68,,,,False,CEP68
4263,CEP70,CEP70,"CEP70, NA, BITE, FLJ13036",NA,"BITE, FLJ13036",CEP70,False,CEP70,CEP70,,CEP70,CEP70,False,CEP70
4264,CEP72,CEP72,"CEP72, NA, KIAA1519, FLJ10565",NA,"KIAA1519, FLJ10565",CEP72,False,CEP72,CEP72,,CEP72,CEP72,False,CEP72
4265,CEP76,CEP76,"CEP76, C18orf9, HsT1705, FLJ12542",C18orf9,"HsT1705, FLJ12542",CEP76,False,CEP76,CEP76,,CEP76,CEP76,False,CEP76
4266,CEP78,CEP78,"CEP78, C9orf81, FLJ12643",C9orf81,FLJ12643,CEP78,False,CEP78,CEP78,,CEP78,CEP78,False,CEP78
583,CEP85L,,,,,,,CEP85L,,,,,False,CEP85L
4267,CEP97,CEP97,"CEP97, LRRIQ2, FLJ23047",LRRIQ2,FLJ23047,CEP97,False,CEP97,CEP97,,CEP97,CEP97,False,CEP97
4268,CEPT1,CEPT1,"CEPT1, NA, NA",NA,NA,CEPT1,False,CEPT1,CEPT1,,CEPT1,CEPT1,False,CEPT1
4269,CER1,CER1,"CER1, NA, DAND4",NA,DAND4,CER1,False,CER1,CER1,,CER1,CER1,False,CER1
4270,CERCAM,CERCAM,"CERCAM, CEECAM1, GLT25D3",CEECAM1,GLT25D3,CERCAM,False,CERCAM,CERCAM,,,,False,CERCAM
4271,CERK,CERK,"CERK, NA, hCERK, FLJ23239, dA59H18.3, DKFZp434E0211, FLJ21430, KIAA1646, LK4, dA59H18.2",NA,"hCERK, FLJ23239, dA59H18.3, DKFZp434E0211, FLJ21430, KIAA1646, LK4, dA59H18.2",CERK,False,CERK,CERK,,CERK,CERK,False,CERK
4272,CERKL,CERKL,"CERKL, RP26, NA",RP26,NA,CERKL,False,CERKL,CERKL,,,,False,CERKL
4273,CES1,,,,,,,CES1,,,CES1,,False,CES1
4275,CES2,CES2,"CES2, NA, CE-2, iCE, CES2A1",NA,"CE-2, iCE, CES2A1",CES2,False,CES2,CES2,,CES2,CES2,True,CES2
4276,CES3,CES3,"CES3, NA, FLJ21736, ES31",NA,"FLJ21736, ES31",CES3,False,CES3,CES3,,CES3,CES3,False,CES3
4277,CES4,,,,,,,CES4,,,,,False,CES4
4278,CES7,CES5A,"CES5A, CES7, FLJ31547, CES4C1, CES5, CAUXIN",CES7,"FLJ31547, CES4C1, CES5, CAUXIN",CES7,True,CES7,CES5A,CES7,,,False,CES7
4279,CES8,CES4A,"CES4A, CES8, FLJ37464",CES8,FLJ37464,CES8,True,CES8,CES4A,CES8,,,False,CES8
4280,CETN1,CETN1,"CETN1, CETN, CEN1",CETN,CEN1,CETN1,False,CETN1,CETN1,,CETN1,CETN1,False,CETN1
4281,CETN2,CETN2,"CETN2, CALT, CEN2",CALT,CEN2,CETN2,False,CETN2,CETN2,,CETN2,CETN2,False,CETN2
4282,CETN3,CETN3,"CETN3, NA, CEN3",NA,CEN3,CETN3,False,CETN3,CETN3,,,,False,CETN3
4283,CETN4P,,,,,,,CETN4P,,,,,False,CETN4P
4284,CETP,CETP,"CETP, NA, BPIFF",NA,BPIFF,CETP,False,CETP,CETP,,CETP,CETP,False,CETP
4285,CFB,CFB,"CFB, BFD, BF, H2-Bf","BFD, BF",H2-Bf,CFB,False,CFB,CFB,,CFB,CFB,False,CFB
4286,CFC1B,CFC1B,"CFC1B, NA, NA",NA,NA,CFC1B,False,CFC1B,CFC1B,,,,False,CFC1B
4287,CFD,CFD,"CFD, DF, PFD, ADN","DF, PFD",ADN,CFD,False,CFD,CFD,,CFD,CFD,False,CFD
4288,CFDP1,CFDP1,"CFDP1, NA, BCNT, p97, CP27, SWC5, Yeti, CENP-29",NA,"BCNT, p97, CP27, SWC5, Yeti, CENP-29",CFDP1,False,CFDP1,CFDP1,,,,False,CFDP1
4289,CFH,,,,,,,CFH,,,CFH,,False,CFH
4290,CFHR1,CFHR1,"CFHR1, HFL1, CFHL1, CFHR1P, HFL2, CFHL1P, H36-1, FHR1, CFHL, H36-2","HFL1, CFHL1, CFHR1P, HFL2, CFHL1P","H36-1, FHR1, CFHL, H36-2",CFHR1,False,CFHR1,CFHR1,,CFHR1,CFHR1,False,CFHR1
4291,CFHR2,CFHR2,"CFHR2, HFL3, CFHL2, FHR2","HFL3, CFHL2",FHR2,CFHR2,False,CFHR2,CFHR2,,CFHR2,CFHR2,False,CFHR2
4292,CFHR3,CFHR3,"CFHR3, CFHL3, FHR-3, HLF4, FHR3, DOWN16",CFHL3,"FHR-3, HLF4, FHR3, DOWN16",CFHR3,False,CFHR3,CFHR3,,CFHR3,CFHR3,False,CFHR3
4293,CFHR4,CFHR4,"CFHR4, CFHL4, FHR-4, FHR4",CFHL4,"FHR-4, FHR4",CFHR4,False,CFHR4,CFHR4,,CFHR4,CFHR4,False,CFHR4
4294,CFHR5,CFHR5,"CFHR5, CFHL5, FHR5, FHR-5",CFHL5,"FHR5, FHR-5",CFHR5,False,CFHR5,CFHR5,,CFHR5,CFHR5,False,CFHR5
4295,CFI,CFI,"CFI, IF, FI, C3b-INA, KAF",IF,"FI, C3b-INA, KAF",CFI,False,CFI,CFI,,CFI,CFI,False,CFI
4296,CFL1,CFL1,"CFL1, CFL, NA",CFL,NA,CFL1,False,CFL1,CFL1,,CFL1,CFL1,False,CFL1
4297,CFL2,CFL2,"CFL2, NA, NEM7",NA,NEM7,CFL2,False,CFL2,CFL2,,,,False,CFL2
